iter	Logloss
0	0.4877365614
1	0.3306027992
2	0.2342080235
3	0.1878937026
4	0.1595156877
5	0.1370314664
6	0.1230925075
7	0.1140741887
8	0.1070053225
9	0.09901426318
10	0.0935729294
11	0.08919014016
12	0.08270527887
13	0.07590128558
14	0.07196514181
15	0.06654713382
16	0.06255987915
17	0.06064493704
18	0.05843636191
19	0.05534329973
20	0.05242802449
21	0.04969399464
22	0.04792543513
23	0.04651944611
24	0.0445738195
25	0.04286345523
26	0.04149246332
27	0.04009046968
28	0.03842779677
29	0.03733134882
30	0.03608065421
31	0.03496289752
32	0.03329377765
33	0.0322545558
34	0.03140336912
35	0.03086193552
36	0.02967647728
37	0.02871515752
38	0.02820208853
39	0.02751874754
40	0.02684760432
41	0.0260464061
42	0.02509689716
43	0.02447344469
44	0.0237729862
45	0.02287280924
46	0.02187996239
47	0.02167194399
48	0.0212247853
49	0.02072886825
50	0.02030164382
51	0.01971808131
52	0.0194099152
53	0.01879484137
54	0.01815623699
55	0.01755632007
56	0.01708678508
57	0.01685488686
58	0.01669638154
59	0.01641462277
60	0.01619887509
61	0.0159018763
62	0.01574668962
63	0.01529200515
64	0.01503012902
65	0.0146555769
66	0.01415585183
67	0.01356447394
68	0.01322211737
69	0.01290874129
70	0.01276037785
71	0.01246526764
72	0.01231379013
73	0.01209708757
74	0.01185692242
75	0.01175502657
76	0.01165096139
77	0.01131389931
78	0.01121094992
79	0.0110893438
80	0.01095489536
81	0.01074691832
82	0.01045128364
83	0.01027829254
84	0.01007525944
85	0.009931505681
86	0.009842762722
87	0.009593300633
88	0.009493575746
89	0.009382987066
90	0.009229663885
91	0.009155922477
92	0.009064223013
93	0.008818196482
94	0.008664893582
95	0.008512296261
96	0.008444866631
97	0.008355621237
98	0.008272469872
99	0.008128980497
100	0.008014308627
101	0.007868541186
102	0.007652762705
103	0.007509174172
104	0.007451822865
105	0.00740887645
106	0.007177034854
107	0.007060591273
108	0.007008088671
109	0.006873571039
110	0.006740875516
111	0.006653144427
112	0.006578018274
113	0.006547010628
114	0.006396162409
115	0.006279861789
116	0.006190434655
117	0.006118973687
118	0.006063870714
119	0.006033122464
120	0.005935327402
121	0.005827944363
122	0.005678840593
123	0.00561192916
124	0.005563816965
125	0.005496229456
126	0.005395525969
127	0.005345611393
128	0.005311863536
129	0.005259574935
130	0.005222832932
131	0.005166679633
132	0.005113735308
133	0.005050769153
134	0.004999044984
135	0.004942053503
136	0.00485814165
137	0.004807891521
138	0.004731450879
139	0.004691919938
140	0.004652931
141	0.004591448145
142	0.004511387937
143	0.004442782696
144	0.004404954806
145	0.004368488478
146	0.004339160365
147	0.00426229609
148	0.004235025873
149	0.004202974636
150	0.004133003429
151	0.004117483772
152	0.004062519657
153	0.004018900627
154	0.003951880956
155	0.003900156328
156	0.003891539553
157	0.003830448513
158	0.003772297621
159	0.003728659668
160	0.00368036212
161	0.003637863138
162	0.003619492082
163	0.003582954232
164	0.003543549369
165	0.003515549554
166	0.003501668036
167	0.003468853724
168	0.003440102157
169	0.003417529806
170	0.003397598574
171	0.003366333516
172	0.003342503005
173	0.003328528178
174	0.00331129132
175	0.003287884451
176	0.00324425862
177	0.003221126935
178	0.003191402034
179	0.003191402034
180	0.003191386988
181	0.003191386988
182	0.003191386988
183	0.003158782466
184	0.003158782466
185	0.003158782466
186	0.003158782466
187	0.003158782466
188	0.003158782466
189	0.003158782466
190	0.003158782466
191	0.003158782466
192	0.003158782466
193	0.003158732721
194	0.003158732721
195	0.003158732721
196	0.003158732721
197	0.003158732721
198	0.003158732721
199	0.003158732721
200	0.003158732721
201	0.003158732721
202	0.003158732721
203	0.003158732721
204	0.003158732721
205	0.003158732721
206	0.003158732721
207	0.003158732721
208	0.003158732721
209	0.003158732721
210	0.003158707152
211	0.003158707152
212	0.003158707152
213	0.003158707152
214	0.003158707152
215	0.003158707152
216	0.003158707152
217	0.003158707152
218	0.003158707152
219	0.003158707152
220	0.003158707152
221	0.003158707152
222	0.003158707152
223	0.003158707152
224	0.003158707152
225	0.003158707152
226	0.003158707152
227	0.003158707152
228	0.003158707152
229	0.003158707152
230	0.003158707152
231	0.003158707152
232	0.003158707152
233	0.003158707152
234	0.003158707152
235	0.003158707152
236	0.003158707152
237	0.003158707152
238	0.003158707152
239	0.003158707152
240	0.003158707152
241	0.003158707152
242	0.003158707152
243	0.003158707152
244	0.003158707152
245	0.003158707152
246	0.003158707152
247	0.003158707152
248	0.003158707152
249	0.003158707152
250	0.003158707152
251	0.003158707152
252	0.003158707152
253	0.003158707152
254	0.003158707152
255	0.003158707152
256	0.003158707152
257	0.003158707152
258	0.003158707152
259	0.003158707152
260	0.003158707152
261	0.003158707152
262	0.003158707152
263	0.003158707152
264	0.003158707152
265	0.003149348827
266	0.003108738877
267	0.003099119099
268	0.0030776878
269	0.003048971021
270	0.002985586553
271	0.002948493013
272	0.002910639479
273	0.002891424069
274	0.002874010108
275	0.002851540923
276	0.002840067731
277	0.0028400111
278	0.002798378971
279	0.002798378971
280	0.002798378971
281	0.002781395776
282	0.002756511688
283	0.002714348306
284	0.002694143319
285	0.00268477807
286	0.002666422473
287	0.002610056927
288	0.002587917412
289	0.002587957334
290	0.002587949386
291	0.002587909677
292	0.002587895236
293	0.002587894113
294	0.002587920088
295	0.002587911645
296	0.002587914003
297	0.002563151379
298	0.002563085979
299	0.002563085979
300	0.002563085979
301	0.002563129331
302	0.002563129331
303	0.002563130208
304	0.002563130208
305	0.002563107628
306	0.002563107628
307	0.002563107628
308	0.002563082733
309	0.002563082733
310	0.002563082733
311	0.002563082733
312	0.002563082733
313	0.002563104391
314	0.002563048053
315	0.002563048053
316	0.0025630309
317	0.0025630309
318	0.0025630309
319	0.002563065597
320	0.002563065597
321	0.002563061527
322	0.002563061527
323	0.002563061527
324	0.002563061527
325	0.002563061527
326	0.002563061527
327	0.002563061527
328	0.002563061527
329	0.002563061527
330	0.002563041021
331	0.002563041021
332	0.002563041021
333	0.002563041021
334	0.002563041021
335	0.002563041021
336	0.002563041021
337	0.002563041021
338	0.002563041021
339	0.002563041021
340	0.002563041021
341	0.002563041021
342	0.002563041021
343	0.002563041021
344	0.002563041021
345	0.002563041021
346	0.002563041021
347	0.002563041021
348	0.002563041021
349	0.002563041021
350	0.002563041021
351	0.002563041021
352	0.002563041021
353	0.002563041021
354	0.002563041021
355	0.002563041021
356	0.00256297919
357	0.00256297919
358	0.002562970013
359	0.002562970013
360	0.002562970013
